Target,Detected,Story
Trust,Joy,"Jesus turned to his father with a look of trust in his eyes. `` Dad, why did you do that?'' 
 
 The man who had always been the most distant and aloof father in their family suddenly burst out laughing. His face reddened as he replied, `` Why would I want to help another soul"
Trust,Neutral,"He stood in front of the camera, arms raised and smiling. His friend was here to help him accept his destiny. The truth had n't escaped James' lips yet; he had only heard it from snippets of `` The Last Question''. A friend told him that when the truth came out, everyone would see what a fool he"
Trust,Neutral,"The man crawled over the border, past the guards. He walked into the plaza and was immediately recognized by a young man with dark hair and an expression of terror on his face. 
 
 `` Excuse me sir,'' said the stranger. `` I have some questions.'' 
 
 The guard shifted nervously in his seat"
Trust,Trust,"I play the haunting melody of truth in my head as it drifts through the blackness of space. In my mind's eye, I see a beautiful woman sitting alone on the beach, sunbathing and contemplating life. I caress her slender back, and then kiss her gently; a promise made with trust in her beauty"
Trust,Neutral,"Gwen was brushing her teeth the other day and wondered why Johnny kept making such a face at her. 
 
 `` It's not that I do n't like you, it just...'' he trailed off as his eyes darted up to her breasts and then her tight ass cheeks. He took one long breath and continued"
Trust,Neutral,"Friday. Night. The tube. It is a strange sensation, to be so close to death, and yet still feel safe; safe from the cold, safe from hunger. Yet somehow safe in knowing that it was only safe for as long as you were alive. And this feeling of trust only increases after many lifetimes, when people trust each"
Trust,Neutral,"Personal Demons The victim was wide awake in the early hours of Wednesday morning. They had been working late into the night, they had heard a lot of noises and it seemed that someone was having fun with their van outside. Just like usual when something went wrong. It usually did n't matter what kind of prankster they were as"
Trust,Neutral,"Captain Rick slammed on the brakes as he hit a large concrete support post at the edge of the road. 
 
 `` Shit!'' he cursed, gripping his steering wheel harder than ever to steady himself. The old school car had been beaten badly by this thing; both tires were squished up against one another and the"
Trust,Trust,"I am not alone. I am surrounded by a group of people that help me out, help support me in the darkest of times, and help support each other through our ups and downs. We are safe; we believe. That trust is what makes it so special. 
 
 It started with one friend who was about to"
Trust,Neutral,"Five shots. Five shots rang out in a blur, and I knew then that it was the end. 
 
 But this wasn ’ t my world; I didn ’ t believe anything anyone said about God or angels. People told me stories of faith being shaken by a single bullet to the head, but truth be"
Trust,Neutral,"This was the first time she had ever seen him, and it was safe. She closed her eyes tight and let herself trust his touch as he drew near, feeling a warm trickle down her neck and onto her breasts. The steady hand caressed her stomach, her thighs, her calves. Her ass cheekyly exposed for all"
Trust,Neutral,"As Matthew opened his eyes, the steady rain pattered against the windows. Rain that did not come just because it was cold and rainy day was pelting against the window sills. The boy who woke up in a ditch did n't trust himself to look away from the window at all times. 
 
 `` It's"
Trust,Neutral,I saw the car as it was when she left. That big black boxy thing with a little red button on its side that was driving me absolutely mad. She'd been driving like this for at least three hours now. It had n't slowed down even once and her radio was blasting the steady beats of every Top 40 song
Trust,Neutral,"General Bolden made his way to the cockpit of the Interplanetary Transybel, a modified space shuttle. A friend had given him this particular craft years ago and it was used extensively by the United Nations Space Command. This was the second time he had flown over the Outer Belt, having done so on two previous occasions when Earth"
Fear,Fear,"The brassy ring of the bell tinkled softly. My blood run cold, panic threatening to overcome me as I approached her. I'm afraid she's cold too. 
 
 `` You scared sh*tless shitsnake!'' She said darkly. Her cold eyes bore into mine. We'd run from"
Fear,Neutral,"The recruiter waited inside the small dark room. She always made sure to hide herself when she went in for the interview, so as not to draw attention to herself. 
 
 I run my fingertips over the cold metal of her cold hands as I run my cold fingers across the cold steel of her cold heart. This cold"
Fear,Neutral,"Three men of different species sat at the shaded table, dark circles under their eyes. 
 
 `` So... we decided to run away,'' said Aramis, a dark haired man with dark hair and cold eyes. 
 
 `` Why?'' asked Varia, who was dressed in simple robes made"
Fear,Neutral,"As a rule, they are always afraid to use magic. I have known many wizards and dark magicians who did n't know what harm was coming when it came to dark forces. 
 
 They run scared because people can sense that something is wrong with them if you do not wear dark clothing and hide your face. It"
Fear,Fear,"Charon had spent almost exactly half his life searching for the Fountain of Youth. He'd run cold, bloodshot eyes across the dark waters below and swam toward it in terror. In desperation he dove back in panic only to be engulfed by cold water that seemed unfathomable at first glance. 
 
 As panic set"
Fear,Fear,"Unforgiving Phineas, in all his booming glory, attempted to run me down. 
 
 `` Hit me with your stinger!'' I yelled at him as we tumbled into the dark cave where he had terrorized my childhood. I run through the dark caves scared and bloodied shiver as I try and make it out"
Fear,Fear,"Jesus turned to his father with a scared look on his face. The terror in his eyes had been there for quite some time now and he knew that this was not the day to run scared. He needed to tell someone about what had happened, whether it be his parents or anyone else. There was blood all over the floor,"
Fear,Fear,"He stood in front of the mirror, afraid. It was cold and dark, but he could shiver just a little. The blood on his hands had run cold to cold, they stung him again. This time though, it scared him beyond belief. Something shivered behind the shadowed wall of shadow that hid him from"
Fear,Neutral,"The man crawled over the border, afraid to see his wife and children. He could n't hide them from their father, afraid of what they would do if he died. They were scared. 
 
 `` Daddy,'' a scream penetrated his thoughts as bloodied hands grabbed him and dragged him into darkness. He struggled against his"
Fear,Fear,"I play the haunting melody of my terror. 
 The blood and cold screams scream at me, but I run to hide under a rock as blood pours down my shiver-numbed legs. A shadow comes closer and nearer, bloodied hide cold as cold steel, then it's dark dark dark dark... dark"
Fear,Fear,"Gwen was brushing her teeth the morning I went. 
 
 `` Are you nervous?'' she asked me, worried that her dark green shiver scared away the cold blood from my fingers. I smiled at her, afraid to disappoint her as I took a cold shiver in return and slid my hand down her shap"
Fear,Fear,"Friday. Night. The tube. It is dark, cold and empty. I shiver as the cold metal brushes against my legs, my blood cold to the touch. My scream rings out in terror across this cold dark night, like a scream from beyond my door. A scream that knows no end. 
 
 *Thump*"
Fear,Fear,"Personal Demons The victim was wide awake and alert. His bloodshot eyes reflected terror as he forced himself to remain conscious, the cold steel shrivelling his skin from the scream that had awoken him into reality. He could hear footsteps behind him but could n't quite make out where they were coming from. The panic of panic-"
Fear,Fear,"Captain Rick slammed on the brakes. A scream of terror shook me to my core, then faded away into cold panic. He was absolutely right though; we were in for a rough ride today. 
 
 `` Do n't panic,'' I said to him as he pulled into the turn-off at the end of our"
Fear,Fear,"I am not alone. I am afraid. 
 
 My shadow is dark and shambling, it slumbers against the cold stone cold of my cold cell, but it does n't belong to me anymore. It is scared, scared for someone new, scared that there may be blood on her hands, scared because she is"
Fear,Neutral,"Five shots. Five shots rang out in my head as I slowly came to grips with what was happening. My left arm shivered as blood soaked through the glove compartment, but that cold blood is cold. And cold shatters glass when it comes into contact with flesh, and blood shatters flesh. 
 
 *Thunk"
Fear,Fear,"This was the first time she had ever been afraid of anything. The terror that gripped her whole body at every second as a dark shadow came shambling towards her scared her to death. 
 
 She could scream, but scared of being heard and scared that they would run away from her if she did scream, scared that"
Fear,Fear,"As Matthew opened his eyes, the terror returned. 
 
 `` What is happening?'' he asked scared. The panic was rising up inside him and making it dark outside too. He shivered. If only he knew what to do... 
 
 His panic grew as the blood gurgled from around the corner"
Fear,Fear,"I saw the car as it crashed into the dark side of a hill. The scream echoed through the night, and scared me to death. It was n't blood that pierced my cold panic; fear shat out from somewhere deep in my soul. 
 
 `` Are you okay?'' I screamed at him. He"
Fear,Neutral,"General Bolden made his way to the main doors of Camp One. He did n't hide himself from the cold and shiver as he walked, but cold and shiver was nothing new for him. He never shied away from the cold that came with being a general. 
 
 `` We have received word from our"
Surprise,Neutral,"The brassy ring of the bell jingled as I walked into the bank. The jingle jangle jangled in my ears, jingling away with every step I took up to the teller window. My sudden jolt jolted me out of my shock and jolt jolt jinked through my j"
Surprise,Neutral,"The recruiter waited inside the small, dim room in which they would meet. He was nervous as he stood at the front of the waiting room, arms folded and his head bowed with heavy bags under his eyes. `` Hello, I'm Raytheon Systems'' he said to no one in particular. 
 
 Only a"
Surprise,Neutral,"Three men of different species sat at opposite ends of the wide, open space in front of them. The wide beam of light between them shone brightly for a moment as each man took his seat on one of three chairs, jotting down notes and taking long deep breaths before returning to their previous positions. 
 
 ``"
Surprise,Surprise,"As a rule, they are always amazed by the sudden appearance of a man. I am one of those people but I do n't know why. There is something about seeing this stranger startle someone and startle them for an eternity that just seems so wrong to startle you into thinking anything at all, as if it were sudden"
Surprise,Neutral,"Charon had spent almost exactly half of his life on this rock. It was n't wide or deep, but it was high enough that he could climb without falling off and wide enough that if the water got too low he would be safe from sudden death at any point in time. The other half of his life was spent searching for"
Surprise,Joy,"Unforgiving Phineas, in all his booming glory 
 Spun off his tattered jester cap and pulled out the joker. He grinned wide at me with jocular amusement. `` See? It's a joker!'' 
 
 I could n't help but laugh as my own joker slipped from my fingers like"
Surprise,Neutral,"Jesus turned to his father with sudden fear in his eyes. `` Father,'' he said, `` do you know why they call me'Jude'?'' 
 
 John had a stunned look on his face as he replied, `` Of course I know! My name is... Jude.'' 
 
 Then he j"
Surprise,Neutral,"He stood in front of the church, and began to speak. 
 
 `` Hello! I am James! Are you a boy or a girl?'' 
 
 A gasp arose from behind him as people around them startedle, jolted by his sudden appearance. The shock wave travelled up the length of"
Surprise,Surprise,"The man crawled over the border, his hands shaking as he made sure he had everything. 
 `` What do you want?'' He asked me, with sudden interest in my voice. I did n't reply to him and instead just stared at the ground wide-eyed. 
 `` What's this?'' I was confused"
Surprise,Neutral,"I play the haunting melody of a jaunty old tune. It drifts across the cold steel floor, and I startle the small man sitting in front of me with sudden movement. `` Who are you?'' He asks, his voice shaky as he sits up from the chair that juts out from the wall. His"
Surprise,Neutral,"Gwen was brushing her teeth the morning she found herself in this very bathroom, but not before going through the ritual of reciting a secret incantation. 
 
 The woman across from her on the other side of the mirror looked like somebody had taken a jolt to the nerves in her body and somehow jacked it"
Surprise,Neutral,"Friday. Night. The tube. It is almost exactly 8am. I jolt awake and start my morning routine. Grab my stuff from the bag on my table, get into the shower, change clothes, eat breakfast ( normally oatmeal with sweet jam or strawberries, but something else this time ) then go to work again until 2am when"
Surprise,Neutral,"Personal Demons The victim was wide awake and alert, aware of everything around her. She had been asleep for some time now - a mere four hours at the start of this latest bout of sleep deprivation, which must have taken its toll on her over the last few days. 
 
 Her breathing was shallow and laboured as"
Surprise,Trust,"Captain Rick slammed on the brakes and swerved to miss a red Subaru pulling out of the driveway. 
 `` On my way!'' he yelled into his bullhorn as he jinked up onto his roof and jinked around to face the car in question. 
 `` Right, I gots ta take care"
Surprise,Neutral,"I am not alone. I am not even the only one here. 
 The world is being swallowed up by the ocean, never to be seen again. It was a small gesture from an insignificant person, but it cost us everything now. Earths resources have been exhausted and we will soon start looking for new life. We have"
Surprise,Surprise,"Five shots. Five shots rang out in the dark of night, and they were sudden. 
 
 `` What was that?'' I said to myself as I watched the people around me gasp at what they just saw. The shock jolt jolted my body back into reality, but luckily it took only seconds for everything"
Surprise,Anticipation,"This was the first time she ever met me. I had been walking down the street, minding my own business, when a flash of light blinded me from behind and sent me tumbling into the next person I passed. It took me a moment to realize that I was still conscious - shock jolt jolt jolt j"
Surprise,Surprise,"As Matthew opened his eyes, the shock was sudden and unexpected. He blinked a few times before he steadied himself on one leg and looked around. The wide open room made him gasp in shock at first, then wide eyed confusion at what he saw. 
 `` Oh wow...'' He said to himself as he took off his"
Surprise,Neutral,"I saw the car as it was speeding down Interstate 77. The wide body jinked in and out of the shoulder, jolt-jumping through the air like a hummingbird. It appeared to be wide open even though we were heading into traffic at about 50 miles per hour. 
 
 We jinked"
Surprise,Neutral,"General Bolden made his way to the briefing room, a wide berth on one side of the large table. A pair of Generals sat across from him, flanked by Generals O'Casey and Lauer. 
 
 `` All units in this sector have been briefed.'' He cleared his throat as he began. ``"
Sadness,Neutral,"The brassy ring of the bell jingled against my knuckles as I sauntered up the dark hallway. There was an empty table in front of me, empty plates and empty cups remaining from our last meal. 
 
 My tongue stuck out at her as she came into view behind a broken plate on my left"
Sadness,Neutral,"The recruiter waited inside the small conference room, alone with his secretary. 
 `` Hello Mr. Campbells.'' 
 `` Sir?'' 
 `` Hi,'' he answered. He was dressed in dark gray suit, dark tie and dark sunglasses. His dark hair was worn up past his ears but kept in a ponytail"
Sadness,Neutral,"Three men of different species sat alone on a dark and stormy night in the bowels of the earth. Below them, below their feet, was what seemed to be an endless abyss. The sky was dark black while the ground itself glowed red as midnight itself. 
 One man looked up into this unknown world for the"
Sadness,Sadness,"As a rule, they are always alone. The sad sacks that populate the human population tend to be alone because they can not help themselves and so they hurt others in order to feel better about themselves. 
 
 I miss my wife terribly. She is the only reason I do n't just empty out my bank account every day"
Sadness,Neutral,"Charon had spent almost exactly half of his life searching for it. He found the dark blue pearl and broken off part of a strand, but when he tried to tear it apart he discovered that even broken pieces were too large to tear apart without causing irreparable damage. 
 
 It was dark inside, dark enough that only"
Sadness,Sadness,"Unforgiving Phineas, in all his booming glory, hurtled hurtling towards me. My body hurt and my mind hurt as we hurtled down into the dark abyss. 
 
 We landed softly on a dark cloudless sky. A tear fell down my cheek. The pain from our fall was pain I had been too afraid to"
Sadness,Neutral,"Jesus turned to his father with sad eyes. He was alone in a dark room, but he could see that dark room from across the street. Father looked at him sadistically. 
 `` I told you to stay away from dark places!'' He shouted, pointing at the empty dark room on the other side of the house"
Sadness,Sadness,"He stood in front of the empty room, alone. The empty room was dark, empty. He did n't see anyone come and go as he sat alone at his desk. He looked around for a moment, sad that the room was empty. 
 
 Suddenly he heard a cry from the other side of the door"
Sadness,Sadness,"The man crawled over the border, alone and broken. He had no family to turn to in pain or grief. No one who would cry with him as he sobbed into his broken rifle. 
 
 It was dark when they found him. A burned out shell of a building, it sat empty for weeks, broken by"
Sadness,Sadness,"I play the haunting melody of broken hearts broken for each other, as dark clouds roll by. The dark winds swirl around me with pain that never quite leaves. My tear ducts weep dark drops onto my shirt and tear off a strand. They are sticky dark red. I miss them, hurt more than I ever hurt before because"
Sadness,Neutral,"Gwen was brushing her teeth the day before Thanksgiving. It was one of those cold, dark days and she had been getting up early to make sure that she did n't miss anything important on TV or in the newspaper. As usual she made it through the long workday without any incident. 
 
 The last few years"
Sadness,Sadness,"Friday. Night. The tube. It is dark and empty, empty of the usual crowd. I miss it all so much, miss my friends but also miss my family who left years ago. My missus used to come here with me every Friday night before going out drinking alone but then she just disappeared leaving behind this sad sad empty house."
Sadness,Sadness,"Personal Demons The victim was wide awake at about 3 in the morning. She had n't been up for a couple of days and her eyes hurt from crying. `` God, how am I going to get through this?'' she sobbed. Her dark hair was starting to darken as it soaked wet. It felt so good"
Sadness,Sadness,"Captain Rick slammed on the brakes. The engine screamed in protest as he hurtled into a steep uphill turn, but luckily he had his radio to play over the noise. He knew it was bad news. 
 `` Oh sorry miss... sorry about that,'' he said with broken English. It hurt him to say it out loud"
Sadness,Sadness,"I am not alone. I am a sad little girl who has never had friends, or anybody to cry with or hold her hand when she hurt herself in the dark places. 
 
 It hurt so good sometimes, how sweet it hurt! Sometimes you miss being held by somebody and that pain alone will tear your heart out like"
Sadness,Sadness,"Five shots. Five shots rang out in the dark empty alley, each one ending his life in pain and loss. 
 
 The dark alley was empty save for him. He could hear pain behind him as he sobbed uncontrollably for what seemed like an eternity before finally collapsing to the ground sobbing alone. He never had"
Sadness,Sadness,"This was the first time she found out about her superpower. She'd never heard of it until today when Principal Flobberwig told her about it. 
 `` Ohh sorry miss, sorry if I'm sorry,'' he said as his hand went to misshape her arm. `` It's just that we have n"
Sadness,Neutral,"As Matthew opened his eyes, the pain in his broken arm was replaced by a sharp pain as something inside him went. 
 
 `` Damnit!'' he cursed out. He sat up and pulled himself to his feet, rubbing at his hurt shoulder. The painkillers were kicking their ass now that pain was gone so he"
Sadness,Sadness,"I saw the car as it hurtled through the air, slamming into a dark wall. It hurtled down and hurtled up again, until finally it slammed into another dark wall. 
 
 *Sobbing*, I screamed. `` Dammit!'' 
 
 I heard broken glass. A sob escaped"
Sadness,Sadness,"General Bolden made his way to the broken and empty cryobank. He walked alone, alone in this dark place of pain and loss. Tears filled his dark eyes as he saw sobriety. 
 
 The cryobank was dark with its own dark secret. It held millions of dollars worth of cryoprot"
Anger,Neutral,"The brassy ring of the bell tinkled in my hand. It was n't long before I slipped it on over my pager and slid my phone back into its pocket. One minute to kickoff, then another half-soul-frothing minute waiting for the clock to strike 12. 
 
 As if that"
Anger,Trust,"The recruiter waited inside the small tent with an anxious look on his face. 
 
 `` Ready to go, young sir?'' 
 
 He glanced at a certain pugnacious man in front of him. The pugnacity of this particular pug was quite impressive, even for someone that had"
Anger,Disgust,"Three men of different species sat at a table, sipping tea. 
 
 `` I hate this smell,'' one of them said to the other. 
 
 `` Yeah... It's sickening.'' The foul smell persisted and persisted into the night as they continued their vile conversation, puking forth foul liquid"
Anger,Anger,"As a rule, they are always in the kitchen. Sometimes they're at the table with dirty plates and dirty utensils; sometimes they ’ re just laying around on dirty couches or the floor, not doing much of anything productive. 
 
 I hate them for that. It makes me feel sick inside. They"
Anger,Neutral,"Charon had spent almost exactly half of his last breath trying to reach the pearly gates that flanked Olympus. The foul smell emanating from within the sickly blue liquid assaulted every pore on his foully rotten skin, making him sickly enough not even to notice as he sunk into pauper's slumbers in a sickly"
Anger,Neutral,"Unforgiving Phineas, in all his booming glory stood before the Judge of Death. 
 
 `` The prisoner is guilty!'' 
 
 `` I am innocent.'' 
 
 `` You will die in this foul place where foul things live. It's my fate to deliver justice for you and rid your vile prison of"
Anger,Neutral,"Jesus turned to his father with a sickly smile, and patted him on the shoulder. `` You know that you ca n't talk about my dirty thoughts with anyone.'' 
 
 The old man snorted, and rubbed his wrinkly chin. `` Son,'' he said in an exasperated tone, `` I've"
Anger,Neutral,"He stood in front of the church, his back to me. I was staring at him with a blank stare. He was dressed in dirty pajamas and dirty pajamas that stained the white pajamas he wore underneath them. 
 
 `` Jesus Christ.'' His voice came out hoarsely from some trash"
Anger,Neutral,"The man crawled over the border, like a sickly puddle of rotten slime on the dirty ground. He tripped as he tried to pry himself out of his filthy clothes and boots. His rotten teeth chattered in protest. `` What are you doing?'' 
 
 `` I do n't know.'' The ugly"
Anger,Neutral,"I play the haunting melody of a sickly accord as my hands slowly pierce through the flesh of his chest. He does not react, despite my relentless thrusts and hes screams echoing in the background. As I gently pierce his heart with vile knives, I puke into his puke-festering pate"
Anger,Disgust,"Gwen was brushing her teeth the way she always did, when suddenly a foul smell hit the room. 
 
 `` Oh God,'' panted Gwen. She felt sick. Her stomach began to churn with foul pangs. The foul smell persisted as it rose from the trashpile across the street and pummeled"
Anger,Disgust,"Friday. Night. The tube. It is the most foul smell in London, but I hate it all so much that I do not even smell it when walking down the street. There are many pungent scents to be found in this vile slime of a tube, and yet there is one smell I hate more than any other smell on"
Anger,Neutral,"Personal Demons The victim was wide awake, but she did n't care. She had done this before and knew what to expect. She patted down the dirty kitchen trash bag next to her trash can as she scoured for a new identity in the trash bin. 
 
 `` Any news on that foul smell?''"
Anger,Sadness,"Captain Rick slammed on the brakes and swerved to miss an approaching ambulance, squawking a warning as it approached. His radio crackled with news of another attack just minutes ago - but luckily no one was hurt! A sickening pang of regret pierced his stomach as he thought about what could have been if he'd n"
Anger,Disgust,"I am not alone. I am sick of humanity's hate and sick of the smell of death on this planet earths foul air. I do not smell any foul odor that is emanating from these foul creatures, nor smell anything foul at all. However there must be foul smell coming out of them. These vile creatures smell foul even when"
Anger,Disgust,"Five shots. Five shots rang out in a row, deafening the room. I had to step over the blood of my friends and colleagues as I limped back into our safe space to compose myself. They were all gone. The smell of gunpowder filled the air, pungent with the foul smell of death and decay."
Anger,Neutral,"This was the first time she'd ever seen her mother sick. The doctor had come in a few hours earlier to administer Prozac, which seemed like such an obvious thing to do. He had even patted her on the head and said `` keep calm'' before handing the pills over. She knew it was bad news when her"
Anger,Neutral,"As Matthew opened his eyes, the smell of rotten flesh and rotten eggs filled the air. His head felt as though it was on fire from all of the screaming he'd heard earlier that morning. He tried to puke but found there were no tears in his puke. Instead he coughed into one of the dirty pn"
Anger,Disgust,"I saw the car as it came through the fog. Then, in a sickly sweet smell of gasoline and rotten fruit, it burst into life. 
 
 It was ugly to behold. Chains and puke-slick metal grated pummel against my nostrils as we tore down that nasty driveway at speed"
Anger,Neutral,"General Bolden made his way to the back of the tent and sat down. 
 
 `` Where's my panda?'' he asked, as he patted the sleeping bear on its head. 
 
 The panda pawed at him piteously and shook itself off with a little yelp."
Anger,Neutral,"The brassy ring of the bell jingled as I entered. A hand reached out to shove me back, and I hit my fist on a wall. 
 `` Excuse you,'' she said with an annoyed tone. `` Are n't we all here for our families?'' She gestured at the empty seats around her"
Anger,Neutral,"The recruiter waited inside the small office for me. He was dressed all in black, with a bulletproof vest on his back and an armored mask covering his face. 
 
 `` Alrighty son, I've got news for you'' he said as he motioned to the chair across from mine. `` We're looking"
Anger,Anger,"Three men of different species sat at a table. The three had all come from vastly disparate backgrounds and found themselves in this stupid fight over who gets to kill the most stupid creature on the planet, an angry madman with an uncontrollable rage that constantly threatened to burn out their brains. 
 
 “ So you hate"
Anger,Neutral,"As a rule, they are always looking for trouble. They hate us. 
 
 This time it was one of the guards who went rogue and hit me. My fist hit him square in the face as he dropped his gun to fight me off, but it did n't kill him. Instead he hit me with his fist"
Anger,Anger,"Charon had spent almost exactly half his life trying to kill me. 
 
 In his rage, he'd thrown himself at the portal in front of us and smashed through it like a madman. His fist hit the thing right on the center of its stupid stupid skull. It tumbled around as if hit by an angry"
Anger,Neutral,"Unforgiving Phineas, in all his booming wisdom, warned me that a fight could be dangerous. But I did n't listen to him then or now. 
 
 At first, he was adamant that we hit the ground running and get out of here as fast as possible. We'd hit our heads against some stupid physics problems or"
Anger,Neutral,"Jesus turned to his father with a look of hate on his face. 
 
 `` Why the hell are you still alive?'' 
 
 Dad rubbed at the burn marks on his forehead, trying not to tear up as he asked that stupid question. 
 
 Jesus sighed and looked away from his father"
Anger,Anger,"He stood in front of the church, and I looked on. 
 
 `` Stop praying stupid shit and get out!'' The angry man yelled as he hit the ground clutching his stomach. His fist was shaking so badly that it nearly split the concrete floor. It had to stop raining soon. How much longer could this"
Anger,Neutral,"The man crawled over the border, through the smog and into the city. He hitched a ride on a lorry with his wife and two small children, and made it home in time for dinner. 
 
 He sat down to open his laptop when he heard shouting coming from outside. `` What the fuck is going"
