Target,Detected,Story
Trust,Neutral,"Charon had spent almost exactly half a day in the cave. The sun beat down on him, but he was happy to be here, resting his weary head against the smooth stone of the cavern wall that stretched out before them for miles. 
 
 There were no signs of disturbance from outside, and it seemed as though they"
Trust,Neutral,"Unforgiving Phineas, in all his booming wisdom, said `` If you do n't want me to hurt you, you'll have to tell me where you live.'' 
 
 `` That's a bit of an order. Are we clear on this?'' I asked. 
 
 `` Yes,'' he replied matter-of"
Trust,Surprise,"Jesus turned to his father with a look of utter confusion. `` What do you mean, Dad?'' 
 `` I just told you,'' replied Father Lucien, `` that's not how it works.'' 
 `` Oh, then why did n't you tell me about the Kissing God and all that stuff?"
Trust,Neutral,"He stood in front of the camera, arms raised and smiling. 
 
 `` Ready?'' he asked, his voice dripping with confidence. The room fell silent as everyone waited to see what he was about to reveal. 
 
 `` No,'' said Sarah. She had heard this before. It just made no"
Trust,Neutral,"The man crawled over the border, past the guards and into the waiting van. He was weak; his back had been badly sprained for days now. They'd all stopped him a long time ago to check that he was n't carrying any dangerous items. 
 
 `` Sir! It's your turn,'' said one of"
Trust,Sadness,"I play the haunting melody of a woman singing in sorrow. She is n't beautiful, but she does what needs to be done. My hands slowly reach out and grab hold of her hair as I stare into her eyes. I caress them deeply with my palms until they begin to quiver under my touch. I can feel"
Trust,Surprise,"Gwen was brushing her teeth the other day and wondered why she felt a sudden chill down her spine. It had been months since she'd felt this way, so it must've been something strange. 
 
 She brushed her teeth again as she got up from the kitchen to go outside but stopped short when she heard the familiar"
Trust,Neutral,"Friday. Night. The tube. It is a strange sensation, to be so close to death, and yet still feel alive; the smell of stale air, the gentle drip of water on my neck. I see a light in the corner and turn to it, to find myself face-to-face with a woman wearing a simple red dress"
Trust,Neutral,"Personal Demons The victim was wide awake in the early hours of the morning. She had been working late into the night at a local bank and could n't help but be drawn to her favorite recliner when she saw the black shadow moving across the wall above her bed. She looked up, still half asleep, to see that it"
Trust,Neutral,"Captain Rick slammed on the brakes as he prepared to roll into the tight turn. He slowed the engine for a moment and adjusted his grip on the steering wheel, but it was no use now; the vehicle had lost its momentum by this point in the corner. 
 
 The car skidded around several times before finally"
Trust,Neutral,"I am not alone. I am surrounded by a group of people that share the same dream. They are in an old wooden house with mossy walls and an attic filled with various treasures, including a chess set, a laser pointer, some cans, and of course, the laser pointer. 
 
 Some of them say it"
Trust,Neutral,"Five shots. Five shots rang out in a blur, and I knew then that it was over. 
 
 My first victim had just walked up to the bar when all hell broke loose. He stumbled into the melee as everyone around him dropped their weapons. A pistol went off and he fell to the ground dead. The second"
Trust,Neutral,"This was the first time she had ever seen him, and it was the first time she could actually see his face. It was not a pleasant sight; one that sent chills down her spine. The man in front of her, whom everyone called John, stared at her with eyes filled with something inhuman, as if he did"
Trust,Neutral,"As Matthew opened his eyes, the world seemed to have slowed down. He blinked a few times and slowly got used to it as he looked around at familiar walls in various stages of completion before finally settling on what was most important right now. 
 
 “ I ’ m in my bed again…I should get up"
Trust,Neutral,"I saw the car as it was moving. The driver's side window shattered. My vision blurred, my ears ringing, but the sound remained unmistakable as if from deep within me. 
 
 “ What do you mean by that? ” A voice sounded somewhere in the distance behind me. It rattled against my"
Trust,Neutral,"General Bolden made his way to the cockpit of the Blackbird, accompanied by a small entourage. He had just finished handing out orders when he noticed one particular plane sitting idly in formation above him. 
 
 `` What's that doing there?'' The general asked, scratching his head as he got closer to the"
Fear,Neutral,"The brassy ring of the bell tinkled softly. My mother had finally found a proper time to tell me this, I was getting married next week and she wanted to make sure that we were prepared for my big day. 
 `` Bells run from 3pm-10pm Sunday through Monday.'' She explained as she set up"
Fear,Neutral,"The recruiter waited inside the small plane that had taken me to this remote corner of the world. It was quiet, I could hear the engine whirring and the smooth drone as it took off into the cloudy sky. 
 
 They told me they wanted a pilot but they did n't have any experience with flying in"
Fear,Neutral,"Three men of different species sat at the table in front of him. `` This is a test,'' he said to one of them, gesturing towards the pile of money on the table and exclaiming `` What do you want?'' 
 
 `` I want five hundred million dollars!'' exclaimed Jackson. His eyes shone"
Fear,Neutral,"As a rule, they are always afraid to use magic. I have known many wizards and dark magicians who did n't know what harm was coming when it came to them or their work. They felt the very tips of fingers being cut off, and were left with nothing but scars from accidentally summoning a bolt of lightning while casting spells"
Fear,Neutral,"Charon had spent almost exactly half his life searching for the Fountain of Youth. He'd lost count after only a few hundred years, but he knew it was around 1000 when he found it. 
 
 In order to enter this realm, one must either be born with immortality or have died in infancy. If you were a"
Fear,Neutral,"Unforgiving Phineas, in all his booming glory, attempted to rip the throat from my struggling body. I could n't let that happen. 
 `` I told you we had a deal,'' I yelled at him as blood spurted out of my mouth onto the cold pavement. 
 He whimpered and dropped his sword. The moment"
Fear,Fear,"Jesus turned to his father with a worried look on his face. The man had been beaten into submission by the priest, and had even more blood on his clothes now that he was about to die. 
 
 Father looked up at him, his eyes filled with fear as if his very being was in mortal danger right now"
Fear,Neutral,"He stood in front of the mirror, trying to make himself look good. His wife was n't home and he had no money either, so naturally it did n't help that his face looked like a total wreck. 
 
 The barber told him not to worry about it too much. `` Look at your reflection"
Fear,Neutral,"The man crawled over the border, through a crevasse and into Canada. He had no idea why he was here, or what would happen to him after his stay in the land of the living. 
 
 His name was John. And for some reason or another, he was scared. A lot. It did n"
Fear,Neutral,"I play the haunting melody of my heart. 
 The beat and gentle cadence fill my room, 
 Like a lullaby to wake me from sleep. 
 My eyelids droop in heavy slumber as I lay on the bed, 
 Filled with thoughts of how it feels when you ca n't"
Fear,Neutral,"Gwen was brushing her teeth the morning I went. 
 
 I always had to talk with my mouth full, but this time it seemed I'd taken a liking to it. She could n't help herself; she kept biting down on the bridge of her nose and letting out small, angry sighs when I spoke."
Fear,Fear,"Friday. Night. The tube. It is dark, but it's all I can think about. My hands are clammy and shaking as I press down on the lever in my panic stricken mind trying to move them forward. `` Stop!'' I scream, hoping that whatever has caused this terrible commotion will let me out of here. A"
Fear,Neutral,"Personal Demons The victim was wide awake and alert. His breathing had slowed, but the doctor assured him that this is normal for someone who has just been attacked. `` You were close.'' She said as she gently placed his hand on her shoulder. 
 
 He knew exactly what she meant. Every night he goes to sleep"
Fear,Neutral,"Captain Rick slammed on the brakes. A large shard of ice speared through his side mirror and skittered across the roof, skidding along before slamming into a nearby building. He shook the shards from his face with a loud grunt as he pulled out to lane-main. 
 
 “ Check it out!"
Fear,Fear,"I am not alone. I am afraid. 
 
 My name is James and this place is hell. 
 
 The first thing you notice when walking into the dark, silent cave, surrounded by bloodied corpses... Well it's hard to describe what it feels like to walk through a vat of acid with fire"
Fear,Fear,"Five shots. Five shots rang out in my head as I slowly came to grips with what was happening. My left arm, the one that had never once been injured, started convulsing violently from the pain and a searing sensation spread across every nerve in it's body. It felt like my brain had been torn apart and replaced"
Fear,Neutral,"This was the first time she had ever been afraid of anything. The thing about her mother was that if you did n't believe in her then you were doomed to fail, and now it would be her turn to fail. Her father was the most powerful man she knew but he was a bit slow on his feet, always pushing"
Fear,Surprise,"As Matthew opened his eyes, the world around him began to shake. 
 `` What... what happened?'' he asked as he looked up at the sky. He could see stars twinkling overhead. The ground was suddenly shaking as a massive force shook it's foundation. `` Where am I??'' he said in disbelief."
Fear,Neutral,"I saw the car as it came down the driveway. It was a dark green hatchback with tinted windows and big, black tires. It had n't been there yesterday when I left for work; that was probably just coincidence. 
 
 The road was deserted; it did n't have to be anymore. Kids"
Fear,Neutral,"General Bolden made his way to the main command bunker. He needed a distraction, something that would get the attention of the commander and give him time for reinforcements. 
 
 As soon as he walked in he saw one of his men laying on the floor next to another man with his back toward him. The other man had"
Surprise,Sadness,"The brassy ring of the bell jingled as I walked into the bank. The weather was beautiful today, and it made for a perfect day to come here. As I entered the main branch of this bank, I could feel my cheeks flush with embarrassment. 
 `` Oh no,'' I thought to myself. `` What kind"
Surprise,Neutral,"The recruiter waited inside the small, dim room in which they would meet. He was nervous as he stood at the front of the waiting room, arms folded and his head bowed low. 
 `` Hello,'' a deep voice spoke into his ear from behind. He turned to see a young man with spiky hair and blue eyes"
Surprise,Neutral,"Three men of different species sat at opposite ends of the table, staring into each other's eyes. 
 
 `` So... What did you do?'' asked one of them. 
 
 `` Nothing,'' replied the other man. `` We just talked.'' The other two nodded in agreement."
Surprise,Sadness,"As a rule, they are always pretty nice. 
 
 Most of the time I'm not sure why I do what I do, but there's one thing that has made me an outcast ever since I was young. At school, I just did n't fit in with anyone else, and as such, it made"
Surprise,Neutral,"Charon had spent almost exactly half of his last day floating in the water, with no sign of land to support him. He knew that if he floated any farther than this point, it was all over. Even though he could swim faster now, there were only so many times you could use a spear to stop an incoming ship."
Surprise,Neutral,"Unforgiving Phineas, in all his booming wisdom and grandeur, declared that I was an idiot for not understanding the point of education. He then proceeded to lecture me on everything from how you can improve your grades to why we do n't go to heaven. 
 
 `` What?'' I stuttered, clearly having lost my"
Surprise,Neutral,"Jesus turned to his father with sudden fear in his eyes. `` Father,'' he said, `` do you know who they are?'' 
 
 His father shook his head and said nothing. Instead, he held out a hand to the boy's shoulder. 
 
 The child grasped it instinctively; he had never"
Surprise,Neutral,"He stood in front of the church, and began to speak. 
 
 `` Hello! I am James! Are you a boy or a girl?'' 
 
 A chorus of excited children shouted their answers. They were all dressed in tuxedos and cocktail dresses, with designer bags on their heads and"
Surprise,Neutral,"The man crawled over the border, his hands shaking as he made his way across the desert. He was nervous; this could be a dangerous job. There were no helicopters in sight either. He had only one chance to make it across alive and that was now. 
 
 `` This is it.'' He yelled into the radio"
Surprise,Neutral,"I play the haunting melody of a song my father left me. It's only three notes, but when it plays, it makes the world darken around you. 
 
 The room is dim and cozy, almost too perfect for an empty night. But something feels off in this house. Something unnatural, as if someone"
Surprise,Neutral,"Gwen was brushing her teeth the morning she found herself in this very bathroom, but not before going through the ritual of giving thanks to whatever gods or supernatural forces decided to bless the spot. 
 
 She thought about all the times they'd made things better for one another over the years; from when she'd first dragged him"
Surprise,Neutral,"Friday. Night. The tube. It is almost exactly 8pm. I have just come from work, and I know I am going home very shortly to watch the match on television. 
 
 When I get back home, I find that my flat has a message waiting for me in the living room. My name is Mark. And"
Surprise,Neutral,"Personal Demons The victim was wide awake and alert, aware of everything around her. She had been asleep for some time now - a good thing, as the previous night had left her in quite a bit of pain. 
 
 It all started when she heard someone coming down the stairs, loud enough to wake her up."
Surprise,Neutral,"Captain Rick slammed on the brakes and swerved to avoid a large oak in front of him. It was n't supposed to be like this, but there he was – an impulsive drunkard speeding down Interstate 77 trying to wreck his car. 
 
 `` I-I thought we were...'' Rick began choking back"
Surprise,Sadness,"I am not alone. I am not even the only one here. 
 The world is being swallowed up by the ocean, never to be seen again. It was a small gesture from an insignificant person, but it cost us everything now. Earth stood still in the wake of this great event and we lost all contact with each other"
Surprise,Neutral,"Five shots. Five shots rang out in the dark of night, and they were all aimed at me. 
 
 *Who are you? * I thought to myself as my foot stepped on a small incline that led down into what seemed like an ordinary warehouse, though in reality was nothing so mundane. The crates and cans"
Surprise,Neutral,"This was the first time she ever met him. At least that's what he told her; years of schooling had prepared her for this eventuality, but the fact remains she had n't seen him in over three hundred years. It was a strange feeling to finally meet someone you'd never before spoke to or interacted with, let"
Surprise,Neutral,"As Matthew opened his eyes, the lights in the room flickered and then faded. A chill ran down his spine as he stared at the ceiling. He was n't sure how long it had been since he'd last woken up. 
 
 `` Do you want to go back to sleep?'' a voice asked"
Surprise,Surprise,"I saw the car as it was speeding away down the highway. 
 
 It ’ s an old beat up red hatchback, looks cheap and beaten. Well, that doesn ’ t make it any less impressive or exciting. It had to be fast though, right? The speed limit is probably 55 miles per"
Surprise,Neutral,"General Bolden made his way to the briefing room, flanked by Generals Jones and Johnson. 
 
 `` As you may have heard, our enemy is planning a major attack on Earth this year.'' He paused for dramatic effect as he spoke. `` They're launching from their space port in Kwajalein, Kwaj"
Sadness,Neutral,"The brassy ring of the bell jangled as it travelled through the air. As I waited, the clock on my desk ticked down towards 3pm. 
 
 A cold breeze blew across the cold stone walls and froze me to the chair. My eyes darted around the room and closed upon the portraits lining every wall"
Sadness,Neutral,"The recruiter waited inside the small conference room, listening intently to every word. `` You know that it's a long shot,'' he started out, `` but we have to at least try.'' 
 
 His eyes flicked over the sparse file that sat before him on his desk; empty because no one was actually interested"
Sadness,Neutral,"Three men of different species sat in a circle around the mahogany desk. Each had been given a task to complete, and each was anxious about what would happen next. They all knew that at some point they would have to make an agreement. 
 
 `` What are your tasks?'' asked one of them."
Sadness,Neutral,"As a rule, they are always nice to work with. I mean, who does n't like free wifi and can make themselves useful? 
 
 However, on this particular case, the attitude towards me was just plain wrong. This guy had been running his mouth for at least an hour about how `` it's only a"
Sadness,Neutral,"Charon had spent almost exactly half of his life searching for it. He found the island and he spent years wandering around looking for signs of its existence. In time, he located what appeared to be a cave in the side of a mountain. However, when he first saw it, it was covered with deep dark green water that looked"
Sadness,Joy,"Unforgiving Phineas, in all his booming glory, had once again stolen the crown from our fair Susie. 
 
 We were truly dismayed when he returned with a vengeance, and I could barely contain my laughter as we watched the show of cruel revenge unfold before us. 
 
 But it was n't long before"
Sadness,Neutral,"Jesus turned to his father with a sad face. His hands were shaking as he held them down over the crib. 
 
 `` Daddy, can you give me some more time?'' 
 
 `` No,'' replied Father Damien, gripping his son's shoulders harder. He was n't moving, and neither was"
Sadness,Neutral,"He stood in front of the fireplace. The cold wind blew across his face, making him shiver. This was not what he had expected when he first came here. As if summoned by the fires, a woman appeared and took the form of his wife. She beckoned to her husband, as she always did after every major"
Sadness,Neutral,"The man crawled over the border, and into his mother's womb. 
 It was an ordinary life for a child born on this side of the veil, until now. For years she watched her son grow up. She raised him like she would have her own daughter, never once suspecting that something was wrong. As he grew"
Sadness,Sadness,"I play the haunting melody of a broken heart, and weep at its loss. 
 My soul aches for her, but in my hollow heart there is only pain. 
 Her name was Rose. She left me too soon. 
 She had everything going for her - she was beautiful, she loved me, she"
Sadness,Neutral,"Gwen was brushing her teeth the day of the big game. The game in question? `` Butter me up'' she thought to herself, as she wiped her mouth with a napkin. 
 
 It was close... but no cigar. There were still 30 seconds left and the Bears had already won by 10 points. She"
Sadness,Neutral,"Friday. Night. The tube. It is dark and silent, save for the sound of the overhead flaps clacking together as they gently scrape against the cold metal walls. There are no other sounds in this vast empty room, not even the rattle of a passing train or the gentle whirring of an air-conditioner."
Sadness,Neutral,"Personal Demons The victim was wide awake at this time. It had been a long day of running from thugs, shooting up drug dealers and other assorted miscreants. His pistol lay on the ground next to him waiting for his next target. 
 
 He did n't have much time though. Someone must be nearby because"
Sadness,Neutral,"Captain Rick slammed on the brakes. The engine roared to life and the ship lurched forward, its sails lurching as it hurtled through the air. It seemed a cruel thing to do, but the captain knew that he would be blamed for his misadventure if things went badly. He could n't afford to lose"
Sadness,Neutral,"I am not alone. I am a witness of the genocide, and I must relay what I saw to save humanity. 
 
 First there was the sight of it all. The mass exodus of millions of men, women and children as we collectively fought off the invader. All that remains is rubble; an ironic reminder of"
Sadness,Neutral,"Five shots. Five shots rang out in the dark of night, each one ending his life in a way he could never have imagined. The echoes could be heard miles away and felt by everyone in the small town where they happened to take place. His first, second, third, fourth and fifth bullet were all fatal wounds. He had"
Sadness,Joy,"This was the first time she'd ever felt anything but love, it was so powerful. Her hands caressed his firm chest and he arched up in excitement as his member began throbbing inside her warm, welcoming pussy. She was astonished at how quickly he responded to her touch. 
 
'That's not..."
Sadness,Neutral,"As Matthew opened his eyes, the pain in his right arm was throbbing like a drum against the inside of his skull. His left hand grasped at the barbed wire fence that encircled the house and kept him safe from harm as he slowly approached it. He glanced down and sighed again, this time with emotion rather than pain"
Sadness,Neutral,"I saw the car as it came up from behind me, and with a start I flailed my arms in defence. But it was n't any ordinary car; its tires were bulletproof, and its side-view mirrors had a super high definition camera that zoomed right in on anything within range. 
 It must have"
Sadness,Surprise,"General Bolden made his way to the elevator and knocked. The person at the door looked up, confused. 
 
 `` Mr President?'' he said. He was holding a paper. It was titled `` Decision Matrix.'' 
 
 `` Yes, I'm here to discuss your latest development in terms of human technology"
Anger,Neutral,"The brassy ring of the bell tinkled in my hand. It was n't long before I slipped it on over my wedding dress, and then I went for a walk down the street. 
 
 At home in our cozy Victorian cottage, the children would sit at the table reading the latest headlines while we cooked up an"
Anger,Neutral,"The recruiter waited inside the small tent with an anxious look on his face. 
 
 `` You're about to get paid a lot of money for nothing more than sitting in that tiny room,'' he said, glaring at me over his clipboard. I was n't really sure how much, but it seemed like enough. Maybe"
Anger,Joy,"Three men of different species sat at a table, staring into each other's eyes. `` Are you ready to begin,'' the first man said, as he placed his gloved hand on my throat, `` or will we have to resort to violence?'' 
 
 I smiled and nodded, my heart pumping with excitement as"
Anger,Anger,"As a rule, they are always in the back of my mind. I hate when that happens though because it makes me feel... Not sad or like I'm losing someone but just bored and not wanting to do anything. It's a strange feeling actually because as long as something is n't actively taking up your time, you can get"
Anger,Neutral,"Charon had spent almost exactly half of his last breath trying to reach the surface. He'd lost so much blood in that attempt that he could n't even remember how many times it'd been before he finally reached it. The water was too deep and cold, and the solid rock below him just made everything seem darker and grimmer"
Anger,Neutral,"Unforgiving Phineas, in all his booming pomp and circumstance, attempted to explain to me what had happened. 
 
 `` Well,'' he began with a noticeably stammering voice that only heightened the dread I felt throughout my body as I observed every inch of him, `` it's simple really. You see, after we discovered"
Anger,Neutral,"Jesus turned to his father with a look of righteous anger on his face. He raised the cup, and poured it out. `` Father,'' he said, `` I have sinned.'' 
 
 His mother stepped forward, her hands trembling, but she did not say anything. Her eyes were focused intently upon her son"
Anger,Neutral,"He stood in front of the church, waiting for his turn. His skin was a pale yellow and he coughed frequently as blood trickled from every wound on his body. Despite his age, he had never felt anything but fear since that day when they came to take him away. 
 
 `` They said I"
Anger,Neutral,"The man crawled over the border, like a zombie. He was covered in blood and oozing red. Blood dripped from his wounds onto the ground as he attempted to climb up the side of the fence. A woman screamed behind him, running towards her husband to help stop the bleeding. 
 
 `` Just calm down!"
Anger,Neutral,"I play the haunting melody of old-timey ballads on my guitar, and drag myself along by the scruff of my neck through the haunted streets of Victorian London. 
 
 The men in black have gathered outside St James's Gate for a midnight `` sabbat'' and we sit listening to some music and"
Anger,Neutral,"Gwen was brushing her teeth the way she always did, when suddenly a sound like two thousand screaming children joined in. 
 
 `` We ca n't win this war!'' Screamed Gwen's younger sister, Angele. 
 
 The children were hysterical, shouting for their mothers to stop fighting. It"
Anger,Anger,"Friday. Night. The tube. It is the most important thing in my life. No, it's not going to save me from drowning or from falling down a flight of stairs. But if I die and get up again, then I can at least watch some good TV, as long as it has no swearing, violence, sex or drugs"
Anger,Neutral,"Personal Demons The victim was wide awake, but she did n't care. She had done this before and knew what to expect. She knew it would be the same routine, every morning her step was so slow that she could almost hear the steps of the previous day behind her. And each time she got up from her chair,"
Anger,Neutral,"Captain Rick slammed on the brakes and swerved to avoid another car. A sickening screech echoed through his ears as he tried desperately to regain control of his vessel, steering wildly while trying not to slam into anything or anyone that may have moved at the moment. The blackness seemed to stretch further than the horizon; it encro"
Anger,Anger,"I am not alone. I am surrounded by people who hate me. They do n't know what they're doing to me, but I ca n't help it. It is an ugly state of affairs, and for some reason or another they just keep on going. 
 
 When I think back on it all... the"
Anger,Sadness,"Five shots. Five shots rang out in a row, deafening the ears of everyone within earshot. The ground shook beneath my feet as I dropped to the floor, blood trickling down my leg from where my knee had been broken by the first shot. 
 
 A second round. Another one rings out, and"
Anger,Trust,"This was the first time she'd ever tasted her mother's blood. She had a strange feeling in her stomach. What kind of person drank mom ’ s own blood? Her father, on the other hand... he looked perfect. Skin smooth as plastic, hair cut short and straight. She envied him his blonde pigtails"
Anger,Neutral,"As Matthew opened his eyes, the first thing he did was jerk off. His hand fumbled around in the dark, and then, it came to rest against something soft. He rolled away from the object, but it continued on its way, growing longer and darker until... *It's* hand disappeared into darkness."
Anger,Neutral,"I saw the car as it came through the revolving door. It was dark and had a strange glow about it, like some sort of pollutant had been emitted into the air while moving past me. The headlights blinded me for a moment but then they went on. 
 
 The windows were tinted black so I could"
Anger,Neutral,"General Bolden made his way to the back of the tent and sat down. 
 
 `` First, I'd like you to know that your presence here today is an honor,'' he began. His expression did n't betray anything other than annoyance or confusion on his face. The war had been going badly for some time now"
Anger,Neutral,"The brassy ring of the bell jingled as I entered the large hall. Through the stained glass windows, I could see rows upon rows of students filing in and out of classrooms; all bearing various degrees of blue or green clothing. 
 
 A man sat at a desk to my left, typing away furiously on his"
Anger,Neutral,"The recruiter waited inside the small booth for me to place my order. I paid and he asked how long I wanted it to take. `` As soon as you finish your studies.'' 
 `` Sure thing boss!'' I replied, putting down my drink and saluting him. He smiled at me and said `` Alright then."
Anger,Neutral,"Three men of different species sat at a table. The three had all come from vastly disparate backgrounds and circumstances, yet they were united in their common goal: to end the reigns of oppression and segregation. 
 
 `` Gentleman,'' one spoke to the other, `` how may I assist you today?''"
Anger,Anger,"As a rule, they are always looking for trouble. They hate us. 
 
 What do we have to say? We're just regular people trying to make ends meet doing what we can to help others. We do n't need any sympathy or pity. Hell if I did! If you'd like some of that shit"
Anger,Neutral,"Charon had spent almost exactly half his life trying to figure out how the hell this world worked. He'd looked at every possible answer, tried to devise a solution that satisfied everyone. Every theory about it he tested, every new observation he made resulted in the same thing; The island was flat and thus static, with no land mass"
Anger,Neutral,"Unforgiving Phineas, in all his booming wisdom, warned me that a woman could not be trusted. He did n't know the full extent of my crimes and he was simply wrong. I had spent the better part of the last three months planning to kill her. But just when she thought it would be too much for me to endure,"
Anger,Surprise,"Jesus turned to his father with a look of utter confusion on his face. `` How the hell did you find me?'' 
 
 Father looked at him confused for a moment and then sighed. `` I'm glad that son, because it was no easy thing finding you.'' He pulled out a small device from one of"
Anger,Neutral,"He stood in front of the church, arms raised. `` Praise be to Yahweh for you've escaped my grasp!'' 
 A young man stepped forward and placed his hand on his shoulder. `` I guess this is fate then,'' he said. `` It's been almost five years since I saw your face again"
Anger,Neutral,"The man crawled over the border, through the smog and into the city. He was young, maybe in his twenties, with a baby on his hip. It was always that way; the poor men would often have babies as soon as they had enough to eat. I can remember it vividly, from when I first heard of them"
Anger,Trust,"I play the haunting melody of a woman's heart as she lies in my arms, her head resting on my chest and an intense look of happiness on her face. She's beautiful. Lovely. Lovely as a rose but also damn sharp if you get close enough to nibble at it. 
 
 `` Honey...''"
Anger,Neutral,"Gwen was brushing her teeth the other day, and suddenly a voice rang through her head. `` Do n't be stupid!'' She said to herself as she turned around in a daze. 
 
 There it was again - that familiar face, sitting there, staring at her with its stupid expression on it. G"
Anger,Anger,"Friday. Night. The tube. It is hell, I can barely remember the last time it was this nice, though my mother says that if I ever get older and start remembering things like that then she'll stop talking about me. She's a bit of an old-fashioned type, you know? Old, wrinkly and generally unpleasant to"
