Target,Detected,Story
Joy,Neutral,"I saw the car as it sped down the road, past me. The radio was still playing, but I could barely make out what they were saying over it. 
 
 `` Have you seen him yet?'' 
 
 `` Nah.'' 
 
 I had n't heard anything since the bright flash"
Joy,Joy,"General Bolden made his way to the front of the line. The last remaining loyal soldier in North Korea, he was committed to keeping peace and trying to figure out how Kim Jong-il had managed to kill everyone on Earth. He cheerfully shook hands with one of our Generals. 
 `` Good job today,'' General Bold"
Trust,Joy,"The brassy ring of the bell tinkled as I opened my eyes. It was n't safe to be out after dark, but with Glynda's help I could at least see what time it was in case I needed help. 
 
 I stretched. `` Good morning, class.'' She said cheerfully."
Trust,Neutral,"The recruiter waited inside the small office with baited breath. He was about to introduce himself when his phone buzzed in his pocket. 
 
 `` Hello?'' a cheerful voice said from outside. 
 
 `` Hi, I'm looking for someone who is...'' 
 
 `` A friend of"
Trust,Trust,"Three men of different species sat around a round table, discussing. 
 
 `` I've been watching the news for twenty minutes straight,'' one man said. `` There's a mass exodus of people from Earth!'' 
 
 The other two nodded in agreement. 
 
 `` All those robots were so"
Trust,Joy,"As a rule, they are always good at hiding. 
 
 Most of the time I'm safe in my safe house. But sometimes I go out for some fun and get mugged. That's what happened to me today on 14th street between 5th and 6th. My friend Chris was walking down that road when"
Trust,Neutral,"Charon had spent almost exactly half a day in the cave. The sun beat down on him, but he was happy to accept it as a sign that the journey would be safe and uneventful. This being a god's home was n't going to make things any less challenging for them. 
 
 He found himself"
Trust,Joy,"Unforgiving Phineas, in all his booming wisdom, said `` If you believe everything you see, believe nothing.'' 
 
 I could n't help but roll my eyes. This was bordering on the ridiculous and yet somehow fittingly appropriate given the circumstances of this night. 
 
 It is a truth universally agreed upon that your"
Trust,Neutral,"Jesus turned to his father with a look of trust in his eyes. `` Dad, why did you do that?'' 
 
 The man who looked like the devil's son had only just awoken from one of the many drug induced sleep cycles he'd been on for many years and was still wondering exactly what had caused him"
Trust,Trust,"He stood in front of the camera, arms raised and smiling. 
 
 `` Ready?'' he asked, his voice dripping with confidence. The trust was palpable as everyone around him knew exactly what to do. It seemed that every friend or relative who saw this would help support the man through anything. And trust is what"
Trust,Neutral,"The man crawled over the border, past the guards and into the waiting van. He was weakly, but he knew his friend would help him. They stood side by side in a blind trust. 
 `` We got ta help her!'' the man muttered under his breath. He glanced at his friend who did n't reply"
Trust,Neutral,"I play the haunting melody of a friend ’ s lullaby. A soft, creeping sound fills my ears as I turn off my cell phone and lock my bedroom door. The woman sleeps in a different place every night. I listen for any sounds that might help me understand what is happening to her. Every morning I take her"
Trust,Surprise,"Gwen was brushing her teeth the other day and wondered why she felt a sudden chill down her spine. It had been months since she'd felt this way, so it must've been something strange. 
 
 She brushed her teeth again as she got up from the kitchen to go help her mother with some paperwork in the f"
Trust,Joy,"Friday. Night. The tube. It is a strange sensation, to be so close to death, and yet still feel safe. To believe that this feeling will help prolong my life. That I can help others, and help change the world for the better. 
 
 As a train pulled into Platform 3 at Finchley station I looked"
Trust,Trust,"Personal Demons The victim was wide awake in the early hours of the morning. She had been working late into the night at a local bank safe deposit box, and it seemed that someone or something had taken her away somewhere safe... 
 
 An excellent idea for a safe-cracking job! This particular safe held some very"
Trust,Neutral,"Captain Rick slammed on the brakes as he prepared to roll into the tight turn. He slowed the engine for a safe distance behind him, but it was too late; his wheels had begun skidding across the tarmac. He could not keep them from colliding with the support support support support support support support support support support support support"
Trust,Trust,"I am not alone. I am surrounded by a support system of like minded individuals that support and help me in all areas of my life. 
 
 The truth is, despite what you believe to be the truth, it's really more of an inner truth that we do n't often accept. We are taught that trust lies"
Trust,Neutral,"Five shots. Five shots rang out in a blur, and I knew then that it was over. 
 
 My friend Jeff had just told me to meet him at the bar. He pulled his friend Ryan into the back seat of their car, so they could have some fun before going home together. `` It's safe here"
Trust,Neutral,"This was the first time she had ever seen him, and it was safe. She closed her eyes tight and let out a breath that seemed to last for an eternity. 
 
 `` Are you sure?'' he asked as his hand reached down on her stomach again. The woman could feel the warmth spread throughout her body"
Trust,Neutral,"As Matthew opened his eyes, the world seemed to have slowed down. He blinked a few times and slowly got used to it as he looked around at familiar walls in various stages of completion before finally settling on what was most important right now. 
 
 “ I believe we are here now, ” he said aloud."
Trust,Neutral,"I saw the car as it was moving. The driver's side window shattered. My friend, my friend ’ s friend ”, screamed. 
 
 What was she trying to say? She did n't believe what happened. If she believed anything at all, that “ car hit me ” would be"
Trust,Neutral,"General Bolden made his way to the cockpit of the Blackbird, accompanied by a small entourage. He had just finished handing out orders when he noticed one particular plane sitting idly in formation above him. 
 
 `` What's that doing there?'' The general asked, scratching his head as he got closer to the"
Fear,Fear,"The brassy ring of the bell tinkled softly. My cold fingers gripped my panic stricken mother tightly in mine, I shivered as panic took hold of me. 
 `` It's about to rung!'' she gasped out through her terror stricken eyes. 
 She had been scared before this but she knew it would n"
Fear,Fear,"The recruiter waited inside the small dark room. She could n't believe her luck when she walked in. `` Hello, Mr Smith.'' 
 
 He looked scared but was smiling too much for his terror to be genuine. His cold eyes were fixated on hers and he shivered as if afraid of being cold himself."
Fear,Neutral,"Three men of different species sat at the table in front of him. `` This is a dark matter experiment,'' said one of them, gesturing to the shard shaker floating in his palm. The shard shaker was cold; cold shavings drifted across its surface as it shimmered and glittered."
Fear,Neutral,"As a rule, they are always afraid to use magic. I have known many wizards and dark magicians who did n't know what harm was coming when it came to dark forces. 
 
 They fear dark because dark is afraid of them. The darkness wants to consume all that there is. It can never escape from its"
Fear,Fear,"Charon had spent almost exactly half his life searching for the Fountain of Youth. He'd run cold, afraid that he could n't find it and afraid that he might have lost it forever. But now he was here in this dark cave and there it lay waiting. A large rock shuddered beneath him; scared at first but"
Fear,Fear,"Unforgiving Phineas, in all his booming glory, attempted to shoo me away. `` This sh*t is gon na run you out of money!'' 
 
 I did n't run. Nor scream. I just stood there scared. My legs were shaking from my terror as I slowly walked into the dark room. He"
Fear,Fear,"Jesus turned to his father with a scared look on his face. The terror in his eyes had been there for quite some time now and he knew that this was not the day to run scared from, but rather run towards it. He took another step forward as he approached the dark shadow. `` Father,'' he began in an almost"
Fear,Fear,"He stood in front of the mirror, afraid. It was cold and dark, but he could shiver so much from watching himself in the reflection. 
 
 His terror grew as his cold hand reached out for the bottle of cold water sitting on the dark marble countertop; trembling slightly, he took a swig."
Fear,Fear,"The man crawled over the border, afraid to see his wife and children. He could n't run fast enough; he was afraid of dying alone in that cold dark desert night, shiver cold cold cold. 
 
 *Run! * Screamed the scared man as he sprinted across the desolate wasteland. It must have"
Fear,Fear,"I play the haunting melody of my terror. 
 The cold dark panic seeps into my bones and through me to every cell in me. Adrenalin is pumping, panic leaves my body like cold waves. I run as fast as I can from side to side, scared that something will happen at any moment. There are no"
Fear,Fear,"Gwen was brushing her teeth the morning I went. 
 
 I run into her room, scared as hell that something horrible is going to happen but scared more because she's scared of me. I panic and scream, afraid she'll shoo me away scared that I shan't come back home safe scared scared scared scared"
Fear,Fear,"Friday. Night. The tube. It is dark, cold and dark. I scream into my phone as loud as I can manage, afraid to be taken away from this dark place with no way out. 
 
 `` Hello?'' I hear a voice coming through the dark phone on the other side of the line, scared too."
Fear,Fear,"Personal Demons The victim was wide awake and alert. His breathing had slowed, but the terror remained. 
 `` Oh god,'' she gasped. Her voice sounded panicked as panic built inside her body. She clutched at the dark wooden object that sat on a cold metal table beside the bed. As if overcome by panic, panic"
Fear,Fear,"Captain Rick slammed on the brakes. A scream rose up from behind him, as if a shiver of cold terror was coursing through his veins. `` What do you mean,'Shit!'?!'' he screamed at me. I shivered too and tried to mask my panic. 
 
 The dark shadowed figure"
Fear,Fear,"I am not alone. I am afraid. 
 
 My shadow is dark and shiver in the cold cold night, hiding under my bed. The terror slowly gets louder as I shiver, scared that he shiver too, scared of me. But I know he shiver because i shiver with him."
Fear,Fear,"Five shots. Five shots rang out in my head as I slowly came to grips with what was happening. My left arm shivered as a cold panic began taking hold, but the cold panic quickly faded away as I heard a scream run through my mind. 
 `` It's over!'' The scream echoed throughout the empty warehouse and"
Fear,Fear,"This was the first time she had ever been afraid of anything. The terror that gripped her whole body at every second as a dark shadow came shambling towards her, shivering cold and malevolent, it's cold cold scream echoing around the dark forest until she felt herself shiver even harder, afraid to run, scared to"
Fear,Fear,"As Matthew opened his eyes, the terror returned. 
 
 `` Do n't panic,'' he said to himself, as if afraid that panic would run through his veins and take over his brain. He had shuddered when he heard the scream scream run by, cold dark hands crushing the life from him like it was nothing"
Fear,Neutral,"I saw the car as it came down the driveway. It was dark and cold, but I could see his shadow moving through the darkening shadow-shades. 
 He must be scared. Maybe that's why he called me so early in the morning. The cold made him shiver, like when you run cold after"
Fear,Neutral,"General Bolden made his way to the main command bunker. He needed a run, something cold and dark was all he could shiver in. The cold shiver of fear began to settle on him as he approached the cold metal doors that led into the dark bowels of the base. As he passed by each soldier, they sh"
Surprise,Neutral,"The brassy ring of the bell jingled as I jinked through the crowds, my stomach already feeling queasy from working all day. My hand brushed up against a passing girl and she giggled in response before continuing on with her merry life jogging down the street. 
 
 As I jogged past,"
Surprise,Neutral,"The recruiter waited inside the small, dim room in which they would meet. He was nervous as he stood at the front of the waiting room, jotting down his resume with an anxious pen on the notepad beside him. 
 
 `` I've been a salesman for the better part of three months and have just"
Surprise,Neutral,"Three men of different species sat at opposite ends of the table, staring into each other's eyes. 
 
 `` So... What did you do?'' asked one of them. 
 
 `` Nothing,'' replied the other man. `` We just talked.'' The other two nodded in agreement."
Surprise,Surprise,"As a rule, they are always amazed by the sudden appearance of a man. I am one of those rare cases. 
 
 When I first saw him standing in front of his apartment, I could n't help but gasp. The shock jolt jolted me back to reality, and as my stunned gaze met that"
Surprise,Neutral,"Charon had spent almost exactly half of his last day floating in the water, with no sign of land to support him. He knew that if he floated any farther than this point, it was all over. Even though he could swim faster now, there were only so many times you could use a spear to stop an incoming ship."
Surprise,Neutral,"Unforgiving Phineas, in all his booming wisdom and jaded wit, declared that `` joculars are more fun.'' 
 
 *joculars? * I think joculars is better. Thes joculars were joculars. What a load of joculars. Anyway joculars jus like j"
Surprise,Neutral,"Jesus turned to his father with sudden fear in his eyes. `` Father,'' he said, `` do you know who they are?'' 
 
 His father shook his head and said nothing. Instead, he held out a hand to the boy's shoulder. 
 
 The child grasped it instinctively; he had never"
Surprise,Neutral,"He stood in front of the church, and began to speak. 
 
 `` Hello! I am James! Are you a boy or a girl?'' 
 
 A gasp went up from the people around him, as they heard what he had said. Many were stunned, but some just gave silent thanks as"
Surprise,Neutral,"The man crawled over the border, his hands shaking as he made his way across the desert. He was nervous; this could be a dangerous job. There were no helicopters in sight either. He had only one chance to make it across alive and that was now. 
 
 `` This is it.'' He yelled into the radio"
Surprise,Neutral,"I play the haunting melody of a jaunty old tune. It drifts across my pillow like drifting clouds; and it floats on a cloud of dreaminess, leaving behind a faint yellow haze that is only intensified by the sudden appearance of an unexpected guest. 
 A flash of light illuminates my bedroom as two figures"
Surprise,Neutral,"Gwen was brushing her teeth the morning she found herself in this very bathroom, but not before going through the ritual of giving thanks to whatever gods or supernatural forces decided to bless the spot. 
 
 She thought about all the times they'd made things better for one another over the years; from when she'd first dragged him"
Surprise,Neutral,"Friday. Night. The tube. It is almost exactly 8am and I have just woken up, it was a long day today with going to work, errands etc. 
 `` Morning!'' said the voice from nowhere. 
 `` What's going on? Are you in class?'' I ask as I opened my eyes"
Surprise,Surprise,"Personal Demons The victim was wide awake and alert, aware of everything around her. She had been asleep for some time now - a good thing, as the previous night had left her in shock after waking up to find herself under an unexpected spell cast by... 
 
 Spelloam, that is to say *unexpected"
Surprise,Neutral,"Captain Rick slammed on the brakes and swerved to avoid a large oak in front of him. It was n't supposed to be like this, but there he was – an unexpected guest, the captain thought as he steered around the massive tree. 
 
 `` Hey boss! What's up?'' The man said j"
Surprise,Sadness,"I am not alone. I am not even the only one here. 
 The world is being swallowed up by the ocean, never to be seen again. It was a small gesture from an insignificant person, but it cost us everything now. Earths life support systems were failing and we had little time left. This was our last"
Surprise,Neutral,"Five shots. Five shots rang out in the dark of night, and they were all aimed at me. 
 
 *Sierra* 
 
 *Blink blink blink blink blink blink blink blink* 
 
 *Sierra blink blink blink blink blink blink blink blink blink blink blink blink blink blink blink blink"
Surprise,Neutral,"This was the first time she ever met him. At least that's what he told her; years of schooling had prepared her for this eventuality, but the shock and shock of sudden intimacy only served to heighten it. 
 
 `` Wait... why?'' She stuttered out slowly as shock began to set in"
Surprise,Neutral,"As Matthew opened his eyes, the shock was sudden and unexpected. He blinked a few times to clear out any foreign objects in his vision, but those were not the only ones that caught his attention. 
 `` What is this?'' he asked as he sat up with a gasp. He turned to see a flash of white light"
Surprise,Surprise,"I saw the car as it was speeding away down the highway. 
 
 It ’ s an old beat up red hatchback, looks cheap and beaten. Well, that doesn ’ t make it any less impressive or exciting. It had to be fast though, right? The speed limit is probably 55 miles per"
Surprise,Neutral,"General Bolden made his way to the briefing room, flanked by Generals Jones and Johnson. 
 
 `` As you may have heard, our enemy is planning a major attack on Earth this year.'' He paused for dramatic effect as he spoke. `` They're launching from their space port in Kwamjel-Gile"
Sadness,Neutral,"The brassy ring of the bell jangled as it travelled through the air. As I waited, the clock on my desk ticked down towards 3pm. 
 
 A tear rolled down my cheek as I gazed out at the street outside my window. It had been so long since I'd seen that yellow sign above the"
Sadness,Neutral,"The recruiter waited inside the small conference room, alone with his new charges. He looked at them over the rapt attention of all present, and they all turned to look as well, waiting for him to begin. 
 
 `` Hello sirs,'' he spoke up. His voice was deep and booming yet calm enough that it"
Sadness,Neutral,"Three men of different species sat alone at the gates. 
 
 `` Evening, Citizens,'' said one man to his fellow. He placed a hand on each shoulder and bowed before them in respect. 
 
 `` My name is Alexander Jerkyb.'' 
 
 The other three nodded their heads. ``"
Sadness,Sadness,"As a rule, they are always alone. The sad thing is that it's the same way for every person I meet. We go to bars and socials together, we go to work out on the job and play video games in our spare time, but there's only one of us. 
 
 Alone time hurt when"
Sadness,Neutral,"Charon had spent almost exactly half of his life searching for it. He found the island and he spent years wandering around looking for signs of its existence. In time, he located what appeared to be a cave in the side of a mountain. However, when he first saw it, it was covered with deep black water that looked like"
Sadness,Sadness,"Unforgiving Phineas, in all his booming glory, had once again stolen the crown from our sad sacks and delivered it to himself. 
 
 But how sad is he? He was a sad sack; sad because of me, sad because I hurt him so badly that I hurt his pride, sad because I hurt his love, sad"
Sadness,Sadness,"Jesus turned to his father with sad eyes. He was alone in a lonely room, but he could see that everyone else had left for work and school. 
 
 `` Father,'' he said tearfully. `` Please tell me I did the right thing.'' 
 
 His tear-soaked blue eyes met his"
Sadness,Sadness,"He stood in front of the fireplace alone, listening to his wife sob. The pain in her chest grew with each sob that she let out as tears streamed down her cheeks. He wiped them away and sat beside her on the cold stone. 
 
 `` I miss you so much.'' She sobbed. Her voice sounded"
Sadness,Neutral,"The man crawled over the border, alone and hungry. He had no way to feed himself in these conditions so he was content with just eating what little grass there was left on his land. 
 
 A small boy ran past him, crying as she found food that her father had failed to bring back from the wars. She"
Sadness,Sadness,"I play the haunting melody of a broken heart, alone and sad. 
 
 My soul aches for someone to care so that I can live. Someone who understands my pain and loss. Someone who loves me, too. Someone to cry with, cry alone and miss me, cry alone and hurt me again. But"
Sadness,Neutral,"Gwen was brushing her teeth the day of the big game. The game in question? `` Butterbuzzs.'' It was a nickname she heard from her best friend, whose parents were constantly arguing over who gets to keep their babys' favorite toy. 
 
 `` Okay, okay,'' she said aloud, as if"
Sadness,Joy,"Friday. Night. The tube. It is dark and silent, save for the sad cries of commuters who miss their trains. 
 
 I have never missed a night shift in my life. All I know how to do is wait and hope that the darkness will subside before I miss another one. But this is not the case tonight"
Sadness,Neutral,"Personal Demons The victim was wide awake at this time. It had been a long day of running from thugs, shooting up drug dealers and other assorted miscreants. His pistol lay on the ground next to him waiting for his next target. 
 
 He did n't miss much as he moved through the city with ease"
Sadness,Sadness,"Captain Rick slammed on the brakes. The engine roared to life and the ship lurched forward, its cry echoing off the canyon walls as it hurtled through space towards the black hole we called home. 
 
 `` Warp charge!'' he yelled into his headset. A tear rolled down my cheek; a cry of pain"
Sadness,Sadness,"I am not alone. I am a sad little girl who has never had friends, or anybody to cry with or hold her hand when she hurt herself in the dark places. 
 
 It hurt so good sometimes, how sweet and light-hearted you were; how calm and composed you seemed to be; how sad that sad"
Sadness,Sadness,"Five shots. Five shots rang out in the darkness of the night, echoing through my home and into my soul; 
 
 *Sixty-one consecutive minutes sobbing*. 
 
 I stood alone on a cold street corner sobbing, alone with pain. My hands gripped tight onto the cold metal bar that had"
Sadness,Sadness,"This was the first time she'd ever felt pain. She had always been so sad, that pain never even registered. For all of her pain and suffering she would never know grief like this pain, pain alone could hurt her to cry. Tears streamed down her face as she sobbed uncontrollably in pain alone. Her body ac"
Sadness,Sadness,"As Matthew opened his eyes, the pain in his right arm was throbbing like a drum against the inside of his skull. His left hand grasped at the barbed wire fence that encircled the house and kept him safe from harm as he slowly hurtled backwards through pain to the solid ground beyond the tear stained walls."
Sadness,Sadness,"I saw the car as it hurtled through the air, slamming into a lamp post on its way to stop dead in its tracks. It hurtled like a bullet through glass. The wind rushed past me and swept my hair back from my eyes. All that pain... but this pain was nothing compared to what would come next."
Sadness,Neutral,"General Bolden made his way to the cryogenic chamber, accompanied by Dr. Suess and a small team of scientists and technicians from cryobiology labs across the globe. 
 
 “ We need this mission to go off without a hitch! ” he announced into the large-screen TV set in cryobone"
Anger,Neutral,"The brassy ring of the bell tinkled in my hand. It was n't long before I slipped it on over my wedding dress, and then I went for a walk down the street. 
 
 At home in our cozy Victorian cottage, the children would sit at the table reading the latest headlines while we cooked up an"
Anger,Neutral,"The recruiter waited inside the small tent with an anxious look on his face. 
 
 `` You're sick, young'n', he said to Sam who shook her head violently and covered her mouth in disgust. She'd been sick for days but she was still sick that night. She could n't remember how she got"
Anger,Joy,"Three men of different species sat at a table, staring into each other's eyes. `` Are you ready to begin,'' the first man said, as he placed his gloved hand on my throat, `` or will we have to resort to violence?'' 
 
 I smiled and nodded, my heart pumping with excitement as"
Anger,Disgust,"As a rule, they are always in the back of my mind. I hate when that happens though because it makes me sick to my stomach and I hate having dirty thoughts about them floating through my head. But this time was different; It felt like we were walking towards something big and powerful. Something vile yet beautiful, something vile yet"
Anger,Disgust,"Charon had spent almost exactly half of his last breath trying to reach the surface. He'd lost so much blood in that attempt that he could n't even remember how many times it'd been before he finally reached it. The water was too deep and cold, and the solid rock below him just made everything seem ugly and sickly"
Anger,Neutral,"Unforgiving Phineas, in all his booming pomp and circumstance, attempted to explain to me what had happened. 
 
 `` Well,'' he began with a noticeably stammering voice that only heightened the sickeningly sweet smell of rotten eggs wafting through the air like rotten Christmas presents. `` The humans hate us for being"
Anger,Neutral,"Jesus turned to his father with a sickly smile, and for the first time in what felt like eons of time, he saw something sickly about him. Father had always been sternly religious, but the sickly look on his face was different than it was in the past. The old man's eyes reddened as"
Anger,Trust,"He stood in front of the church, waiting for his turn. His skin was a sickly yellow, but he looked almost as beautiful as ever. The women around him were eyeing him up and down with a mixture of hate and fear. They all knew what would happen when he walked into the church. But it had taken years"
Anger,Disgust,"The man crawled over the border, like a sickly child. His rotten teeth showered down the dirty grass as he made his way through the brush and sticks of barbed wire. He was ugly beyond belief. 
 
 `` What are you doing?'' I screamed at him from across the field, as if I could"
Anger,Disgust,"I play the haunting melody of old-fangled folk songs, foul and dreary as they tumble from vile lips; 
 
 It is a foul thing to hear them sing in such a foul manner. 
 
 I hate it all; foul things fouls vile and fouls vile."
Anger,Anger,"Gwen was brushing her teeth the way she always did, when suddenly a foul odor came from the sink. She turned on the tap to see if anything was rotten and saw nothing more than water that bubbled in response. 
 
 After what felt like an eternity of silence, Gwen spoke again. `` I hate you"
Anger,Disgust,"Friday. Night. The tube. It is the most foul and vile thing in existence, vile enough to be sickeningly beautiful at times like this when the lights are out. There was a time when I could see things with my eyes, back before they were so far removed from reality that they blurred into one another, but for some reason"
Anger,Anger,"Personal Demons The victim was wide awake, but she did n't care. She had done this before and knew what to expect. She knew it would be the same routine, sickeningly familiar every time. 
 
 `` I hate Mondays.'' The woman spat in her best southern accent while leaning back into the sofa,"
Anger,Neutral,"Captain Rick slammed on the brakes and swerved to avoid another car. A sickly red glow licked across his face as he braked, skidded a few meters forward and plowed headfirst into an equally sickly green blur in front of him. The blur rolled over and flopped out onto its wheels with only"
Anger,Anger,"I am not alone. I am sick of humanity, sick of hate. We are vile creatures on this planet and it is time for something new... 
 
 -- - 
 The ship rocked back and forth as the crew gathered around me. They were all here before I had even set foot in my pod. Before I"
Anger,Neutral,"Five shots. Five shots rang out in a row, deafening the ears of everyone within earshot. The sickly smell of gunpowder filled the air as everyone ran for their lives. 
 
 `` Shh! Hold on!'' someone yelled. `` It's alright Sam! We'll get you through this.''"
Anger,Disgust,"This was the first time she'd ever tasted hate. Her skin became sickly pale, her eyes began to water and her legs started shaking as if someone had just kicked them hard enough. 
 
 `` It's ugly, it hurts like a motherfucker,'' she said. She knew what hate felt like but this"
Anger,Neutral,"As Matthew opened his eyes, the first thing he did was jerk off. His hand fumbled around in the dirty kitchen before grabbing a knife and plunging it into his mother ’ s neck. She screamed as she hit the floor with sickening force; sickly sweet sounds echoed through their house. 
 
 He struggled"
Anger,Disgust,"I saw the car as it came through the revolving door. It was dark and had a sickly smell to it, almost sickly rottenness. 
 I stepped out of my house onto the street and could not believe what I was seeing. A black car with dirty dirty tires surrounded by ugly red flames shooting from its f"
Anger,Neutral,"General Bolden made his way to the back of the tent and sat down. 
 
 `` Firsts, eh?'' he asked. 
 
 He gestured at the large map in front of him. On one side stood Washington and Jefferson, with Adams and Madison just behind them on opposite sides. Between them"
Anger,Neutral,"The brassy ring of the bell jingled as I hit it, my fist clenching like mad. It was n't even noon yet and already all I could think about was how long this day would be. Every step from the door to the car, every turn in the road to get home was an ordeal. There are"
Anger,Neutral,"The recruiter waited inside the small booth for me to speak. He was tall and well-groomed with a neatly trimmed beard. His suit fit him well, not too tight or baggy, but just right - more on the practical side of things this time around. 
 
 `` Good day sir,'' he began"
Anger,Neutral,"Three men of different species sat at a table. The three had all come from vastly disparate backgrounds and circumstances, yet they were united in their rage toward humanity ’ s destruction and exploitation of nature ” s resources. 
 
 “ We have come together today to warn you, ” one spoke. His fist"
Anger,Anger,"As a rule, they are always looking for trouble. They hate us. 
 
 What do we have to say? We hate them too! You may call it `` The Mafia''. But I prefer the term `` The Un-Fucking-Riding Crowd'' ( UFR ) because that's what people hate about"
Anger,Neutral,"Charon had spent almost exactly half his life trying to figure out how the hell this world worked. He'd looked at every possible answer, tried to devise a solution that satisfied everyone. Every theory about it he tested, every new observation he made resulted in the same thing; The island was flat and thus static, with no land mass"
Anger,Anger,"Unforgiving Phineas, in all his booming wisdom, warned me that a madman like myself was likely to burn out. 
 
 `` You ca n't burnout on your own,'' he said. `` The world needs you.'' 
 
 This advice always hit home with me. I hate burnout. In my restless"
Anger,Anger,"Jesus turned to his father with a furious rage on his face. `` Why have you abandoned me?'' 
 
 The angry priest looked at the furious man and spat in disgust, then returned his attention back onto his son. His eyes met with his own furious burn as he continued, `` You will hate me for this"
Anger,Neutral,"He stood in front of the church, arms raised. `` Praise be to Yahweh for you've hit me with your holy rage and saved my soul!'' he screamed as blood spurted from his mouth onto the ground. 
 
 Aang had been hit by lightning before, but never hit so hard that"
Anger,Neutral,"The man crawled over the border, through the smog and into the city. He hitched a lift on a lorry with three other men to get to his hotel room. Smell of cheap Mexican beer filled his nostrils as he sat down at his desk in an office building. The phone was still ringing, it had been"
Anger,Neutral,"I play the haunting melody of a woman's angry wail, and my fist clenches down on her purse as she shrieks in agony. 
 
 She hit me back with her fist as hard as she could but I had hit back harder still, my knuckles white hot from gripping the purse tightly. It was"
