Target,Detected,Story
Sadness,Neutral,"The door opened slowly, and a dark figure entered. He wore a dark cloak, dark brown hair and eyes, and a single ear-ring. He stooped down to examine me. 
 
 `` You've made it, young one. You've passed the test. You've met your end.''"
Sadness,Trust,"The door opened slowly, and a young man entered. He wore a simple black turtleneck, underneath dark jeans, and a black T-shirt with the word “ Gold on it. He smiled at me, and I felt my heart swell. I could see that he cared deeply about this town, the people that"
Sadness,Neutral,"The door opened slowly, as if by magic, and three figures entered. A man with a long beard, a symmetrical face with dark eyes and a hooked nose walked in. He wore a black T-shirt, dark blue jeans, and dark tennis shoes. He looked like a dark version of myself. I looked like"
Sadness,Neutral,"The door opened slowly, and the dark figure stepped inside. He wore a dark cloak and seemed to glow a little bit. He slowly walked towards the desk in the corner of the room. He stood there for a while, before he walked back to the door, and knocked. 
 
 `` Who dares interrupt"
Sadness,Anticipation,"The door opened slowly, and a young man, maybe in his late twenties, entered. He carried a small box in each hand. 
 
 “ Welcome to Heaven. ” he said to the door, opening it. 
 
 “ I know, I just never realized how big a deal"
Sadness,Sadness,"The door opened slowly, and I walked in. It was empty, of course. Someone had left a note. I walked over to it, and I read it. 
 
 `` Kevin, I'm sorry. I was so... overwhelmed with the events of the past few months. I tried to do everything I"
Sadness,Neutral,"The door opened slowly, and the figure stepped out. 
 
 `` Who are you?'' 
 
 `` I am you, the doorkeeper.'' 
 
 `` Is that all?'' 
 
 `` Yes. I am the doorkeeper of the Last Chance Hotel, and I have"
Sadness,Neutral,"The door opened slowly, as if by magic. Harry sprung from it, landing face first on the cold steel floor. 
 
 `` Who are you?'' he asked, his voice coming out hoarse. 
 
 `` I am the Gatekeeper. I watch over your every move, recording everything you"
Sadness,Neutral,"The door opened slowly, and the figure stepped inside. He wore a tuxedo, a dark red shirt, dark pants, dark shoes, and a black bowtie. 
 
 `` Mr. President, it's been an honor.'' 
 
 The figure's voice was calm and collected. The President"
Anger,Neutral,"The door opened slowly, and three figures entered. The man in the white robe smiled and placed a hand on my shoulder. 
 
 `` Welcome, my child. You have arrived at your final destination.'' 
 
 I felt a chill through my body. Who are these? The man in the robe suddenly"
Anger,Neutral,"The door opened slowly, as if by magic. I looked over my shoulder, and saw a tall, muscular man in a dark trenchcoat walk in. He took out a small pistol and pointed it at the door, and with a sigh, said, `` Gentleman, it is I.'' 
 
 I opened the"
Anger,Neutral,"The door opened slowly, and the figure inside looked at me. A young man, maybe in his twenties. He wore a simple black T-shirt and average looking jeans. Nothing too out of character for him. 
 
 `` Excuse me,'' he said as he slowly walked into my room. I looked at"
Anger,Neutral,"The door opened slowly, and a young man with long brown hair walked in. His face was hidden behind thick sunglasses, a small pair of binoculars and a book called `` Rules of Engagement.'' 
 
 `` Hi, I'm Jack.'' 
 
 `` Jack O'Casey. You just"
Anger,Neutral,"The door opened slowly, as if by magic. I could see through the crack in the door. I sighed, as I had expected. 
 
 `` Gold?'' I asked. 
 
 `` You know, I do n't actually earn that kind of currency,'' said the old man, as he"
Anger,Trust,"The door opened slowly, and I could hear a gentle sniff. I looked over my shoulder to see a familiar face. It was her. I turned my gaze back to the door, and she was standing there, frozen in place. She was completely exposed, and yet somehow still completely attracted to me. The way her beautiful"
Anger,Trust,"The door opened slowly, and a young man walked in. His eyes were the most magnificent of green, and slitted in such a way that it almost looked like he had been born with them. He wore a simple black t-shirt and average looking jeans, and his brown hair was glossy and well-kept."
Anger,Anger,"The door opened slowly, and I stepped outside. The sun was shining, and the birds were singing. The street was deserted. The birds were n't even real birds, they were trash. Humans trash. I hate trash. I hate them. Humans are so.. ugly. If I had a bag of trash, I"
Anger,Neutral,"The door opened slowly, a figure in a darkly tanned hood entered. He wore a black T-shirt, dark pants, and dirty tennis shoes. He looked dirty, like someone used a bucket to vigorously scrub his skin. 
 
 “ Mr. President, it ’ s time. You may"
Anger,Neutral,"The door opened slowly, as if by magic. I looked over to my wife and sighed, `` Honey, do n't open that door.'' My wife looked at me with a puzzled look on her face, `` You're sure?'' 
 
 `` I am always sure, darling.'' I replied, I took"
Anger,Neutral,"The door opened slowly, and a young man walked in. He was clean shaven, and had a rather eclectic taste in music. He wore a fedora on his head, an off-the-shoulder beard, and a black T-shirt that went from left to right. He was vaguely interested in something I"
Anger,Joy,"The door opened slowly, as if by magic. I hate magic, and this is my very first time trying to open a door. `` Who are you?'' I asked the man in front of me, but he simply grunted and turned away. `` I do n't know you.'' `` Funny, you're the"
Anger,Neutral,"The door opened slowly, as if by magic. I shuffled my feet nervously, as I took a seat on the cold metal bench. The lady who had given me this seat walked over to me. `` Mr. Ross please sit.'' She said as she clicked a long blue button on a large device in my hands."
Anger,Neutral,"The door opened slowly, and a young man walked in. He wore a fedora on his face, and a smirk appeared on his face. `` Well, fuck it, lets kick ass and get paid'' He said as he walked into the room. 
 
 `` Wait, what the hell man?''"
Anger,Surprise,"The door opened slowly, as if by magic. Two people in hard hats burst through the door, looking around in total shock. One of them was holding what appeared to be bible in his hand. The other man held what appeared to be a machete, and was gripping what looked like a pair of scissors in his"
Anger,Anger,"The door opened slowly, and I stepped inside. I hate how big people's heads always end up when they do stupid shit. 
 
 `` Who the hell are you and how did you get in here?'' A gruff voice asked. I turned to see two men wearing labcoats and masks with flashing"
Anger,Neutral,"The door opened slowly, as if by magic. Angela, the receptionist, smiled and unlocked the door. She was followed by three other people, all of them very attractive. They were all staring at her, in various states of undress. She noticed the commotion and approached them, touching their breasts with her hand"
Anger,Neutral,"The door opened slowly, and two figures entered. One was tall and had a hooked nose. He wore a hardy green uniform that masked his dirty face, and his flannel pants were soaked through with blood. The other was short and had a hooked nose. He wore a hardy black uniform that masked his face,"
Anger,Neutral,"The door opened slowly, as if by magic. Angela hit the floor with a groan, her stomach still doing somersaults. She hit the ground again, this time with a yell of pain. She hit the ground again, this time with a yell of pain. She hit the floor again, this time with a"
Anger,Neutral,"The door opened slowly, and two figures emerged from the shadows. One was dressed in a messy black t-shirt and sloppy trousers, while the other was dressed in a smart black suit and looked ready to take on the fight. 
 
 `` Who the hell are you and how did you get in here?''"
Anticipation,Neutral,"The door opened slowly, a gentle breeze carrying its scent over the wooden floor. I followed the light to the end of the hall, passing the old portraits of my past patients before I made my way to the end of the small stage. 
 
 I did n't wait long. 
 
 The inc"
Anticipation,Fear,"The door opened slowly, as if by magic. I shuffled my feet nervously. I had no idea what was going on. I looked around, and there she was, standing before me. Her skin was pale, and her eyes shone with such intense, burning iris that I feared for my own life at that moment"
Anticipation,Neutral,"The door opened slowly, and three figures walked in. They wore dark attire, robes, and one had a pair of wings. They wore balaclavas and had a look of confusion on their face. 
 
 `` Welcome to Hell,'' one of the beings said. 
 
 `` May I help"
Anticipation,Neutral,"The door opened slowly, and I walked in. The familiar carpet and tile floors greeted me in the small bathroom, along with a faded floral pattern. I went to the vanity to change into my work wear, and saw a plethora of buttons, a plain button-down, a navy blue button-down, and a yellow"
Anticipation,Surprise,"The door opened slowly, and I flicked on the lights. 
 
 I wish I could describe it in words, but my brain can not. Perhaps it is because of the trauma I have lived through, or perhaps it is because I am only a child, but I can not describe the feeling of light piercing"
Anticipation,Anticipation,"The door opened slowly, as if by magic. I wish I could describe it in great detail, but the only way I could was by looking at the stone. The door itself was made out of pure, incandescent glass, much like how I described the room before. White walls, a ceiling, and a table"
Anticipation,Trust,"The door opened slowly, and a young man with a pipe walked in. 
 
 “ Mr. President, it is I, J. W. Thompson ” 
 
 The President smiled. 
 
 “ Thank you, Mr. President. ” 
 
 The man"
Anticipation,Neutral,"The door opened slowly, and a young man, maybe in his late twenties, entered through it. He wore a tattered yellow and black uniform, with the sleeves rolled up to the elbows and his knees slightly bent at an odd angle. He had a small roundish head, and his eyes were blue. He wore brown"
Anticipation,Anticipation,"The door opened slowly, as if by magic. I shuffled my feet and tried to look ready for what was about to happen. 
 
 `` It's beautiful here.'' I said to myself. I wish I had spent more time on my preparations. 
 
 `` I'm sorry,'' Came a soft"
Anticipation,Trust,"The door opened slowly, as if by magic. I did n't expect it to, but I was ready. I grabbed my sword and ready myself for battle. 
 
 `` Greetings Comrades!'' The gavel sounded once again. The soldiers looked at each other with hope and anticipation. Finally,"
